DATAFLOW,REF_AREA,COMMODITY,TRANSACTION,UNIT,TIME_PERIOD,OBS_VALUE,ESTIMATE,FOOTNOTES,UNIT_MULT
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1990,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1991,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1992,4076.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1993,3379.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1994,2812.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1995,3560.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1996,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1997,2347.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1998,1883.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,1999,1857.6000000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2000,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2001,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2002,2554.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2003,2373.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2004,2786.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2005,3225,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2006,4308.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2007,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2008,3999,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2009,3560.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2010,6088.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2011,9881.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2012,8849.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2013,9778.2,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2014,12126,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2015,12848.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2016,12667.800000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2017,11945.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2018,17879.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2019,15789.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2020,21207.600000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2021,24617.121600000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B02_03,HSO,2022,30139.56,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1990,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1991,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1992,4076.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1993,3379.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1994,2812.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1995,3560.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1996,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1997,2347.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1998,1883.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,1999,1857.6000000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2000,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2001,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2002,2554.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2003,2373.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2004,2786.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2005,3225,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2006,4308.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2007,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2008,3999,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2009,3560.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2010,6088.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2011,9881.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2012,8849.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2013,9778.2,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2014,12126,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2015,12848.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2016,12667.800000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2017,11945.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2018,17879.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2019,15789.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2020,21207.600000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2021,24617.121600000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B07_GA,HSO,2022,30139.56,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1990,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1991,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1992,438.5999999999999,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1993,154.80000000000018,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1994,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1995,-51.59999999999991,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1996,129,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1997,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1998,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,1999,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2000,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2001,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2002,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2003,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2004,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2005,928.7999999999997,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2006,1212.6000000000004,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2007,1057.8000000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2008,1135.1999999999998,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2009,1119.7200000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2010,1831.8000000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2011,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2012,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2013,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2014,0,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2015,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2016,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2017,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2018,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2019,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2020,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2021,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B08_SD,HSO,2022,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1990,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1991,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1992,3637.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1993,3225,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1994,2812.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1995,3612,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1996,3276.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1997,2347.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1998,1883.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,1999,1857.6000000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2000,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2001,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2002,2554.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2003,2373.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2004,2786.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2005,2296.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2006,3096,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2007,2838,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2008,2863.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2009,2440.68,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2010,4257,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2011,9881.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2012,8849.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2013,9778.2,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2014,12126,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2015,12848.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2016,12667.800000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2017,11945.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2018,17879.4,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2019,15789.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2020,21207.600000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2021,24617.121600000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B24_NA,HSO,2022,30139.56,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1990,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1991,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1992,3637.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1993,3225,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1994,2812.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1995,3612,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1996,3276.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1997,2347.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1998,1883.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,1999,1857.6000000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2000,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2001,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2002,2554.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2003,2373.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2004,2786.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2005,2296.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2006,3096,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2007,2838,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2008,2863.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2009,2440.68,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2010,4257,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2011,9881.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2012,8849.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2013,9778.2,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2014,12126,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2015,12848.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2016,12667.800000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2017,11945.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2018,17879.4,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2019,15789.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2020,21207.600000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2021,24617.121600000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B25_FEC,HSO,2022,30139.56,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1990,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1991,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1992,3637.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1993,3225,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1994,2812.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1995,3612,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1996,3276.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1997,2347.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1998,1883.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,1999,1857.6000000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2000,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2001,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2002,2554.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2003,2373.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2004,2786.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2005,2296.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2006,3096,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2007,2838,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2008,2863.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2009,2440.68,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2010,4257,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2011,9881.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2012,8849.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2013,9778.2,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2014,12126,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2015,12848.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2016,12667.800000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2017,11945.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2018,17879.4,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2019,15789.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2020,21207.600000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2021,24617.121600000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B26_121,HSO,2022,30139.56,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1990,3895.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1991,3405.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1992,3637.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1993,3225,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1994,2812.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1995,3612,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1996,3276.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1997,2347.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1998,1883.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,1999,1857.6000000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2000,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2001,1702.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2002,2554.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2003,2373.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2004,2786.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2005,2296.2000000000003,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2006,3096,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2007,2838,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2008,2863.8,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2009,2440.68,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2010,4257,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2011,9881.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2012,8849.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2013,9778.2,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2014,12126,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2015,12848.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2016,12667.800000000001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2017,11945.4,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2018,17879.4,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2019,15789.6,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2020,21207.600000000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2021,24617.121600000002,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B30_1214b,HSO,2022,30139.56,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1990,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1991,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1992,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1993,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1994,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1995,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1996,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1997,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1998,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,1999,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2000,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2001,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2002,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2003,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2004,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2005,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2006,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2007,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2008,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2009,0,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),404,B00_CL,B39_1214o,HSO,2010,0,N,,0
